Age,Education_num,marital_status,Occupation,Relationship,Sex,capital_gain,capital_loss,hours_per_week,is_US,Workclass_ Local-gov,Workclass_ Never-worked,Workclass_ Private,Workclass_ Self-emp-inc,Workclass_ Self-emp-not-inc,Workclass_ State-gov,Workclass_ Without-pay,Race_ Asian-Pac-Islander,Race_ Black,Race_ Other,Race_ White
23,10,0,3291,4,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
19,9,0,3291,3,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
61,10,2,927,0,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
47,4,0,4094,1,1,0,0,40,1,False,False,False,True,False,False,False,False,False,True,False
39,6,2,1369,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
51,9,2,3768,5,0,7688,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,6,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,9,2,3650,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
34,10,1,3768,1,0,0,0,38,1,False,False,False,False,False,True,False,False,False,False,True
54,10,2,3650,0,1,0,0,50,1,False,False,False,False,True,False,False,False,False,False,True
24,13,0,927,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
28,9,0,2000,3,1,0,0,50,0,False,False,True,False,False,False,False,False,False,True,False
33,10,2,3650,0,1,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
63,9,2,5979,0,1,0,0,14,1,False,False,True,False,False,False,False,False,False,False,True
31,9,2,1597,0,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
70,9,2,4065,0,1,0,0,16,1,False,False,False,True,False,False,False,False,False,False,True
43,9,2,2000,5,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
36,10,2,3768,5,0,0,0,12,1,False,False,True,False,False,False,False,False,False,False,True
50,7,0,4094,4,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
21,10,0,3291,1,0,0,0,30,1,False,False,True,False,False,False,False,False,True,False,False
31,10,1,927,4,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
19,10,0,5979,3,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
39,10,1,3768,4,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
29,4,2,3291,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
39,10,1,1369,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
17,4,0,992,2,1,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
46,10,1,3650,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
62,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
32,6,1,3291,4,0,0,0,23,1,False,False,True,False,False,False,False,False,True,False,False
28,9,0,3291,3,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
19,10,0,3650,2,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
61,16,2,4065,0,1,4064,0,40,1,True,False,False,False,False,False,False,False,False,False,True
18,10,0,3650,3,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
39,15,2,5979,0,1,0,2415,50,1,False,False,False,False,True,False,False,False,False,False,True
24,13,2,649,0,1,0,0,45,1,True,False,False,False,False,False,False,False,False,False,True
38,10,2,4094,0,1,0,0,41,1,False,False,True,False,False,False,False,False,False,False,True
38,14,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
17,6,0,3650,3,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
28,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
52,9,2,3650,0,1,0,0,8,1,False,False,True,False,False,False,False,False,False,False,True
61,15,2,5979,0,1,15024,0,20,1,False,False,True,False,False,False,False,False,False,False,True
69,3,2,2000,0,1,0,2267,40,1,False,False,True,False,False,False,False,False,False,False,True
19,9,0,3650,3,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
26,10,2,3768,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
34,10,2,4065,0,1,0,0,40,1,False,False,False,True,False,False,False,False,False,False,True
70,5,2,2000,5,0,2653,0,40,1,False,False,True,False,False,False,False,False,False,False,True
21,9,0,3768,1,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
43,9,2,4094,0,1,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
52,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
59,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
21,11,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
53,14,2,4065,0,1,0,1977,40,1,False,False,False,False,True,False,False,False,False,False,True
55,10,2,649,0,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
46,14,1,3650,1,1,0,0,60,1,False,False,False,True,False,False,False,False,False,False,True
36,9,1,3768,4,0,0,0,37,1,False,False,True,False,False,False,False,False,False,False,True
39,9,0,1369,3,1,0,0,48,1,False,False,True,False,False,False,False,False,False,False,True
78,13,2,5979,0,1,0,0,3,1,False,False,True,False,False,False,False,False,False,False,True
30,9,0,5979,3,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
22,10,0,3650,3,0,0,0,16,1,False,False,True,False,False,False,False,False,False,False,True
43,13,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,1,2000,1,1,0,0,56,1,False,False,True,False,False,False,False,False,False,False,True
36,13,2,4094,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
50,9,1,4094,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,13,0,649,1,0,0,0,35,1,False,False,False,False,False,False,False,False,False,False,True
46,9,2,3768,0,1,0,0,40,1,False,False,False,False,False,False,False,False,False,False,True
24,13,0,5979,3,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
41,9,1,4094,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
68,9,2,3768,0,1,0,0,24,1,False,False,True,False,False,False,False,False,False,False,True
38,10,2,4065,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
47,9,2,3650,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
41,10,0,3291,1,1,0,0,20,1,False,False,True,False,False,False,False,False,True,False,False
31,16,0,5979,3,0,0,0,48,1,False,False,False,False,True,False,False,False,False,False,True
29,10,2,4094,0,1,0,0,42,1,False,False,True,False,False,False,False,False,False,False,True
26,9,0,1369,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
51,10,1,2000,4,0,0,0,36,1,False,False,True,False,False,False,False,False,False,False,True
26,13,0,927,1,1,0,0,60,1,False,False,False,False,False,False,False,False,False,True,False
27,13,0,5979,1,0,0,0,60,1,True,False,False,False,False,False,False,False,False,False,True
36,9,2,927,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
28,13,0,5979,1,0,0,0,40,1,False,False,False,False,False,False,False,False,False,False,True
53,13,1,927,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
40,13,1,5979,1,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
38,9,1,3291,1,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
21,4,0,5979,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
53,6,2,3291,0,1,0,0,34,1,False,False,True,False,False,False,False,False,False,False,True
34,9,2,4094,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
43,9,1,1597,1,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
64,6,2,3768,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
21,10,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,13,0,5979,1,1,0,0,13,1,False,False,True,False,False,False,False,False,False,False,True
38,15,0,5979,1,0,99999,0,57,0,False,False,False,False,False,False,False,True,False,False,False
47,14,1,649,1,1,0,0,50,1,True,False,False,False,False,False,False,False,True,False,False
48,16,2,5979,0,1,0,1902,40,0,False,False,True,False,False,False,False,True,False,False,False
57,9,2,1597,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
37,13,0,3768,1,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
37,7,1,992,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
51,9,2,992,0,1,0,0,55,1,False,False,False,False,True,False,False,False,False,False,True
32,12,0,3768,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
49,9,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
52,9,2,3650,0,1,0,0,14,1,False,False,True,False,False,False,False,False,False,False,True
64,12,2,4065,0,1,9386,0,45,1,False,False,False,False,False,False,False,False,False,False,True
46,9,1,3768,4,0,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
24,10,2,5979,0,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
39,13,2,4065,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
23,9,2,2000,5,0,3942,0,40,1,False,False,True,False,False,False,False,False,False,False,True
30,10,0,4094,1,1,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
34,14,1,5979,3,0,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
30,10,2,3768,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,13,0,3650,1,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
58,13,2,5979,0,1,0,0,40,1,True,False,False,False,False,False,False,False,True,False,False
32,10,2,3768,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
37,9,1,3291,4,0,0,0,25,1,False,False,True,False,False,False,False,False,True,False,False
35,9,1,3291,1,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
18,3,0,1369,2,1,0,0,30,0,False,False,True,False,False,False,False,False,False,False,True
46,13,1,5979,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
71,13,0,4094,1,1,11678,0,45,1,False,False,True,False,False,False,False,False,False,False,True
44,6,1,3768,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
45,6,1,3650,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
40,8,2,5979,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
38,13,2,5979,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
52,9,2,2000,5,0,0,0,40,0,False,False,True,False,False,False,False,True,False,False,False
47,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
49,13,1,927,4,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
59,9,2,3650,0,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
22,11,0,3768,3,0,0,0,37,1,False,False,True,False,False,False,False,False,False,False,True
44,10,2,4065,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
76,13,1,5979,1,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
50,6,0,3291,1,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
33,10,2,649,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
43,9,2,4094,0,1,0,0,48,1,False,False,True,False,False,False,False,False,False,False,True
27,9,2,3768,5,0,5178,0,40,1,False,False,True,False,False,False,False,False,False,False,True
37,9,2,4094,0,1,0,0,40,1,False,False,False,True,False,False,False,False,False,False,True
40,7,2,1597,0,1,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
49,10,1,4065,1,0,0,0,40,1,False,False,False,False,True,False,False,False,False,False,False
48,10,0,4094,1,1,0,0,45,1,False,False,False,True,False,False,False,False,False,False,True
49,9,1,5979,4,0,0,625,40,0,False,False,True,False,False,False,False,False,False,False,True
22,10,2,927,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
42,9,1,4065,1,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
36,10,1,5979,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
57,10,2,5979,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
30,9,0,3291,1,0,0,0,40,1,False,False,False,False,False,True,False,False,True,False,False
40,9,0,4094,2,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,False
42,9,2,2000,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
56,9,2,2000,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
55,10,1,5979,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,9,2,3291,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
52,9,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,10,0,3768,4,0,0,0,35,1,False,False,True,False,False,False,False,True,False,False,False
55,9,2,3650,0,1,4064,0,40,1,False,False,True,False,False,False,False,False,False,False,True
47,13,2,3650,0,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
23,12,0,3650,3,0,0,0,65,1,False,False,True,False,False,False,False,False,False,False,True
55,13,1,3650,1,0,0,0,50,0,False,False,False,True,False,False,False,False,False,False,True
43,9,0,4065,1,0,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
31,11,2,3650,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
62,12,1,5979,1,0,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
42,9,2,3768,0,1,0,0,8,1,True,False,False,False,False,False,False,False,False,False,True
38,9,2,4094,0,1,0,0,40,1,False,False,False,False,True,False,False,False,False,False,True
29,9,0,927,1,1,0,0,42,1,False,False,True,False,False,False,False,False,False,False,True
26,10,0,3291,1,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
26,9,2,3768,5,0,0,0,52,1,False,False,True,False,False,False,False,False,False,False,True
37,9,2,992,0,1,0,0,72,1,False,False,False,False,True,False,False,False,False,False,True
79,8,1,3650,1,1,18481,0,45,1,False,False,False,True,False,False,False,False,False,False,True
61,4,0,3291,1,1,0,0,48,1,False,False,True,False,False,False,False,False,False,False,True
28,4,0,3291,2,0,0,0,99,0,False,False,False,False,True,False,False,False,False,False,True
60,13,2,4065,0,1,7298,0,60,1,False,False,False,True,False,False,False,False,False,False,True
51,9,1,649,1,1,0,0,81,1,False,False,False,True,False,False,False,False,False,False,True
34,9,2,4094,0,1,0,0,43,1,False,False,True,False,False,False,False,False,False,False,True
35,9,1,2000,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,6,2,4094,0,1,0,0,60,1,True,False,False,False,False,False,False,False,False,False,True
44,9,1,3291,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,9,1,3291,4,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
32,4,1,3291,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,10,2,5979,0,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
27,14,0,1369,4,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
40,16,2,5979,0,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
43,10,1,927,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,13,0,927,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
41,9,2,1597,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
30,13,2,5979,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
26,13,0,4065,1,1,0,2258,45,1,False,False,True,False,False,False,False,False,False,False,True
52,7,2,2000,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
32,13,0,5979,1,0,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
33,9,2,1369,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
35,9,2,4094,0,1,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
48,9,1,3291,1,0,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
62,4,2,3650,0,1,0,0,5,1,False,False,False,False,True,False,False,False,False,False,True
40,12,0,5979,3,0,0,0,2,1,False,False,False,False,True,False,False,False,True,False,False
41,10,1,5979,1,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
28,3,0,3291,1,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
23,10,0,3291,1,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
50,13,2,4065,0,1,7298,0,40,1,False,False,False,False,False,False,False,False,False,False,True
51,10,1,3768,4,0,0,0,35,1,False,False,False,False,False,True,False,False,False,False,True
63,10,2,3291,0,1,0,0,48,1,False,False,False,False,True,False,False,False,False,False,True
63,9,1,4065,1,0,0,0,40,1,False,False,False,False,False,False,False,False,False,False,True
40,9,1,3650,1,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
20,7,1,5979,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
61,10,2,5979,0,1,99999,0,30,1,False,False,True,False,False,False,False,False,False,False,True
40,9,0,992,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
41,13,2,5979,5,0,0,0,15,0,False,False,True,False,False,False,False,False,False,False,True
41,13,0,1369,1,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
27,13,2,5979,5,0,0,0,24,1,False,False,True,False,False,False,False,False,False,False,True
20,10,0,5979,3,0,0,0,15,1,False,False,False,False,False,True,False,False,False,False,True
28,13,2,3768,0,1,0,1887,40,1,False,False,True,False,False,False,False,False,False,False,True
35,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
31,13,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
34,13,2,3650,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
57,14,2,4065,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
28,9,0,2000,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
38,10,2,927,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
37,11,0,3291,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
43,10,1,3768,1,0,0,0,40,1,False,False,False,False,False,True,False,False,True,False,False
26,9,2,4065,0,1,0,0,40,1,False,False,False,False,True,False,False,False,False,False,True
26,10,2,1597,0,1,0,0,65,1,False,False,True,False,False,False,False,False,True,False,False
27,11,2,1597,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
33,13,2,5979,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
45,13,0,5979,1,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
65,13,2,3291,0,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
57,10,2,3650,0,1,99999,0,45,1,False,False,False,False,True,False,False,False,False,False,True
59,9,1,3291,1,0,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
18,10,0,3291,3,1,0,0,26,1,False,False,True,False,False,False,False,False,False,False,True
44,8,2,1369,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
37,10,0,4094,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,9,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
43,13,2,5979,5,0,0,0,45,1,True,False,False,False,False,False,False,False,False,False,True
59,15,2,5979,0,1,0,0,40,1,False,False,False,True,False,False,False,False,False,False,True
19,9,0,992,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,0,4065,4,1,0,0,90,1,False,False,False,False,False,True,False,False,True,False,False
68,10,2,3650,0,1,20051,0,40,1,False,False,False,False,True,False,False,False,False,False,True
63,7,1,3650,1,0,2176,0,30,1,False,False,True,False,False,False,False,False,False,False,True
37,10,2,4065,0,1,0,0,57,1,False,False,True,False,False,False,False,False,False,False,True
46,14,1,5979,1,0,0,1876,60,1,True,False,False,False,False,False,False,False,False,False,True
31,12,1,3768,4,0,0,0,35,0,False,False,True,False,False,False,False,False,False,False,True
23,9,0,3291,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
22,10,0,3650,1,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
49,9,2,3650,0,1,0,1672,44,1,False,False,True,False,False,False,False,False,False,False,True
36,9,1,3768,4,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
38,10,1,4065,1,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
46,14,2,4065,0,1,0,1902,45,1,True,False,False,False,False,False,False,False,False,False,True
24,12,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
26,13,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
47,4,2,2000,5,0,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
40,10,2,1369,0,1,0,1887,40,1,False,False,True,False,False,False,False,False,False,False,True
31,14,0,5979,1,0,0,0,50,1,True,False,False,False,False,False,False,False,False,False,True
42,3,2,992,1,1,0,0,35,0,False,False,True,False,False,False,False,False,False,False,True
48,11,2,4094,0,1,0,0,70,1,False,False,False,True,False,False,False,False,False,False,True
56,10,1,927,4,0,0,0,38,1,False,False,True,False,False,False,False,False,True,False,False
50,9,2,927,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
17,6,0,1369,3,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
21,9,0,3291,2,1,0,1719,25,1,False,False,True,False,False,False,False,False,True,False,False
50,9,1,3768,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
49,9,1,3650,1,0,0,0,32,1,False,False,True,False,False,False,False,False,False,False,True
34,9,2,3650,5,0,0,0,15,1,False,False,True,False,False,False,False,False,False,False,True
32,9,2,3650,0,1,0,0,60,1,False,False,False,False,True,False,False,False,False,False,True
28,10,2,3768,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
62,13,2,4065,0,1,0,0,50,1,False,False,False,True,False,False,False,False,False,False,True
23,13,0,5979,1,1,0,0,15,1,False,False,True,False,False,False,False,False,False,False,True
24,14,0,5979,1,0,0,0,40,1,False,False,False,False,False,True,False,False,True,False,False
31,11,2,5979,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,2,1597,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
58,12,2,147,2,0,0,0,35,0,False,False,True,False,False,False,False,False,False,False,True
46,3,2,5979,5,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
39,14,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
48,9,0,5979,3,0,0,0,18,1,False,False,True,False,False,False,False,False,False,False,True
21,9,0,4094,1,1,0,0,42,1,False,False,True,False,False,False,False,False,False,False,True
39,9,2,1369,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
21,10,0,3650,3,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
33,11,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
37,9,2,4094,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
29,9,0,3291,4,0,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
30,13,2,5979,5,0,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
43,9,1,2000,3,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
22,9,0,4094,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,14,0,5979,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
69,10,2,3291,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
17,7,0,3291,3,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
18,7,0,5979,3,1,0,0,12,1,False,False,True,False,False,False,False,False,False,False,True
54,9,1,1369,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
65,9,2,5979,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
28,8,2,2000,2,1,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
27,11,0,927,3,0,0,0,38,1,True,False,False,False,False,False,False,False,False,False,True
35,12,1,4094,4,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
38,11,2,927,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,9,2,927,0,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
26,9,0,4094,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
56,10,2,3650,5,0,0,0,60,0,False,False,False,True,False,False,False,False,False,False,True
38,13,2,5979,0,1,0,0,70,1,False,False,True,False,False,False,False,False,False,False,False
51,10,2,5979,5,0,0,2057,60,0,False,False,False,False,True,False,False,False,False,False,True
26,10,0,147,1,0,0,0,50,0,False,False,True,False,False,False,False,False,False,False,True
33,13,2,4065,0,1,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
44,4,2,1369,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
36,5,1,3650,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
42,10,1,4094,4,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
44,12,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
44,13,2,1597,0,1,15024,0,55,1,False,False,True,False,False,False,False,False,False,False,True
21,10,0,3650,3,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
41,10,2,3650,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
41,16,2,4065,0,1,15024,0,50,0,False,False,True,False,False,False,False,False,False,False,True
62,11,2,5979,0,1,7298,0,50,1,False,False,True,False,False,False,False,False,False,False,True
27,7,1,4094,1,1,0,0,45,0,False,False,True,False,False,False,False,False,False,False,True
38,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
60,10,1,1597,1,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,False
24,8,0,2000,4,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
24,9,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
22,9,0,1369,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
32,10,0,5979,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
22,2,0,2000,1,1,0,0,24,0,False,False,True,False,False,False,False,False,False,False,True
51,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
31,14,2,4065,0,1,0,1977,48,1,False,False,True,False,False,False,False,False,False,False,True
42,15,2,4065,0,1,0,0,55,1,True,False,False,False,False,False,False,False,False,False,True
48,12,1,5979,1,0,14084,0,40,1,False,False,True,False,False,False,False,False,False,False,True
49,9,2,2000,0,1,7298,0,43,1,False,False,True,False,False,False,False,False,False,False,True
37,13,0,927,3,0,0,0,42,1,True,False,False,False,False,False,False,False,False,False,True
37,15,2,5979,0,1,0,0,45,1,False,False,False,False,True,False,False,False,False,False,True
66,13,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
18,9,0,5979,3,0,0,0,24,1,False,False,True,False,False,False,False,False,False,False,True
46,11,1,2000,1,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
52,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
23,9,0,4094,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
67,9,1,4065,4,1,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
19,10,0,3650,3,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
37,13,0,5979,1,0,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
42,9,2,4065,0,1,0,1977,60,0,False,False,False,True,False,False,False,False,False,False,True
